id,text,bank,rating
521879,"О карте Халве В целом очень неплохая служба поддержки клиентов. Единственный недостаток по карте Халва, что за последние 1,5 года необходимо очень тщательно смотреть каждого партнёра банка по начислению кэшбэка или рассрочки, т.к. условия у всех очень разные, и они постоянно меняются. Это очень неудобно.",sovkombank,1
531901,"Халва, рассрочка на 10 месяцев от партнёров банка. Постоянно пользуюсь картой халва,  продвинулся до 29 уровня. Ещё один месяц и могу рассчитывать на 30% кэшбэка за 1 покупку или 30 месяцев рассрочки. Пару раз попадал на акцию рассрочки на 10 месяцев от партнёров банка, покупал дорогое оборудование.",sovkombank,2
528548,"Огромное спасибо нашим партнерам! Здравствуйте!Наша компания успешно сотрудничает с банком по кредитованию покупателей с 2018 года.За это время решено множество различных вопросов и выстроена отличная коммуникация, что способствовало развитию бизнеса. Спасибо за такой такой сервис, который помогает реально развивать продажи.Отдельную благодарность хотел выразить нашим менеджерам за квалифицированную и оперативную помощь во всех вопросах - В. Сусанне и К. Егору.",tinkoff-bank,2
529020,Халва-высокий процент! Пользуюсь картой халва очень нравится! Высокий кешбек в магазинах партнёрах.  Начисляются% на остаток собственных средств,sovkombank,2
513965,"Снятие обременения с квартиры 07.03.2014 г. между «Дальневосточный ипотечный центр» и  нами был заключен Договор займа. Держатель закладной - Акционерное общество «ДОМ.РФ»  (до марта 2018 — «Агентство ипотечного жилищного кредитования», АИЖК). С 01.01.2021 функции сервисного обслуживания ипотечного договора возложены на АО «Банк ДОМ.РФ».18.02.2022 г.через личный кабинет ДОМ.РФ мною было подано заявление на полное досрочное погашение на дату: 25.02.2022 г., после чего были внесены денежные средства (предоставленные нашим Покупателем по предварительному договору купли продажи). В итоге списали только ежемесячный платёж. 01.03.2022 г. я заново подала заявление на погашение ипотеки на 03.03.2022, информация в личном кабинете обновилась только 05.03.2022 г., после чего я смогла подать заявление на прекращение ипотеки . Срок обработки заявления стоит до 28.03.2022 г.Согласно п.п. 4.3.2. Договора займа: ЗАЙМОДАВЕЦ обязуется в случае прекращения действия Договора в связи с исполнением ЗАЕМЩИКОМ своих обязательств в полном объеме осуществить передачу Закладной Залогодателю в порядке и в сроки, установленные нормами действующего законодательства РФ.Также согласно ч. 2 ст 17 ФЗ от 16.07.1998 N 102-ФЗ (ред. от 30.04.2021) ""Об ипотеке (залоге недвижимости)"". Залогодержатель по исполнении обеспеченного ипотекой обязательства полностью обязан незамедлительно передать документарную закладную залогодателю с отметкой об исполнении обязательства в полном объеме, а в случаях, когда обязательство исполняется по частям, - удостоверить его частичное исполнение способом, достаточным для залогодателя и очевидным для возможных последующих владельцев закладной, в том числе приложением соответствующих финансовых документов или совершением на закладной записи о частичном исполнении обязательства.В своем информационном письме от 01.03.2019 № ИН-06-59/21 «О погашении регистрационной записи об ипотеке при полном исполнении гражданином обязательств по обеспеченному ипотекой кредиту (займу)» Банк России указывает, что неисполнение залогодержателями обязанности по передаче документарных закладных залогодателям в возможно короткий срок (в случае, если права залогодержателя удостоверены документарной закладной), а также неосуществление ими иных действий, необходимых для погашения регистрационных записей об ипотеке, препятствует распоряжению принадлежащим гражданам недвижимым имуществом и может повлечь возникновение у них дополнительных расходов либо иных неблагоприятных последствий.В личном кабинете и в личные сообщения АО «Банк ДОМ.РФ» я неоднократно писала письма с просьбой ускорить снятие обременения с квартиры и выдачу закладной, так как подписан предварительный договор купли-продажи квартиры, ипотека у Покупателя одобрена до 27.03.2022 г. Нами также подписан предварительный договор на покупку новой квартиры с использованием заемных средств, срок одобрения ипотеки также до 27.03.2022 г. На горячей линии АО «Банк ДОМ.РФ» не могут предоставить информацию на какой стадии находится заявление о прекращение ипотеки, когда будет выдана закладная. На мои обращения с просьбой войти в нашу ситуацию и ускорить процесс выдачи закладной никто не отвечает, или просто ждите мы вернемся к Вам с ответом. /И тишина.Я проживаю в г. Благовещенске Амурской области, в нашем городе есть партнер АО «Банк ДОМ.РФ» - Филиал АО «ДВИЦ» в Благовещенске, где мне пояснили, что выдачу закладной АО «Банк ДОМ.РФ» осуществляет в срок от 2-х до 3-х месяцев. Я в отчаянии. Прошу Вас ускорить процесс выдачи закладной №2802200786161 и снятия обременения с квартиры. Я просто боюсь остаться с двумя детьми без собственного жилья. Куда еще писать и обращаться со своей проблемой я не знаю.",bank-domrf,0
460092,"Обезличенный металлический счет в Альфа банке Хотела открыть обезличенный металлический счет для покупки драгметалла ,.В отделении банка на ул.Ленина 31 сказали , что не умеют этого делать и будут пробовать (учиться) , за 2 часа не смогли этого сделать и отправили меня в другое отделение - на ул.Никитская , где я просидела еще 2,5 часа , но  и там они не смогли купить мне драг металл за 2,5 часа ! Т.е. за весь день , с 12 до 17-30 я так и не смогла купить металл в Альфа банке ! Проживаю в 100 км от Курска и мне дважды , 2 дня подряд пришлось ездить в Курск ради этого только из-за некомпетентности персонала в отделении на ул.Ленина. Купив металл на следующий день по более высокой цене я потеряла приличную сумму на курсе только из-за неподготовленности работников отделения . Кроме того в отделении по ул.Никитская нельзя пользоваться туалетом ! Я там просидела 2,5 часа в первый день и 3 часа во второй день , трижды просила работниц разрешить , но они отказывали ! И только со скандалом , обратившись к их руководителю мне разрешили ! Интересно, чтобы сказал Ургант узнав про это ? Брать с собой тару для туалета ?",alfa-bank,0
447381,"Работа, условия Техподдержка слабовата, условия меняют не ставят в известность. Сильно преувеличены их возможности, а так в целом банк как банк, на твёрдую троечку.",tinkoff-bank,1
526974,"Как я получал кредитную карту Самый худший банк, уговорили менеджеры подать заявку на кредитную карту, карту выпустили и передали в службу доставки. И тут понеслось, первая дата встречи с курьером перенесена из за того что курьер заболел, следующие 3 дня сам вызван вал получить карту, безуспешно, на 4 день выяснилось что карту отправили в Петербург и её вернуть очень будет долго, попросили отказаться от этой и подать заявку заново. Отказался, а заявка после этого не принимается. Настроился получить карту и тут такое, сотрудники посылают к друг другу, никто не заинтересован в решении проблемы.  Самый худший банк, советую обращаться в другие.",renessans-kredit,0
447305,"Мое отношение к банку Тинькофф 50/50. У меня двойственное отношение к этому банку. С одной стороны я довольна банком, а с другой он меня немного разочаровал в своей работе и к отношению к своим клиентам.У меня кредитная карта Тинькофф банка и я коплю Милли на ней...Да, это круто когда можно слетать на самолёте и заплатить милями.С другой стороны, когда я попросила рефенансирование своих кредитов в других банках и поправила ""N"" сумму, для понижения процентной ставки и платить уже кредит в этом одном банке,  то мне предложили очень смешную суммы 50 тыс. Рублей на 5 лет. Это что за суммы??? По кредитной карте я за месяц трачу больше денег, чем они мне предложили кредит на 5 лет, и прошу заметить, что пополняю я кредитную карту без просрочку, всегда вовремя и часто у меня на ней бывает даже положительный остаток, больше нужной суммы.Конечно, я была очень удивлена и расстроенная данным решением банка.Банку Тинькофф, я бы посоветовала немного доверять своим преданным клиентам...",tinkoff-bank,1
450049,"Мало банкоматов Очень мало банкоматов, всегда очередь, в ситимолле вообще работает через раз. Но есть и плюсы, не такой жадный как сбер, удобное приложение, деньги от других людей поступаю быстро",tinkoff-bank,1
481231,"Отзыв самый ОТРИЦАТЕЛЬНЫЙ. Прочитал рекламу о кредитной карте со сроком 200 дней с кэшбек ом 10% (сумма кэшбека максимум 2000 рублей). Решил взять эту карту в ноябре 2021 года. В ноябре взял карту и истратил в ноябре 100 000 рублей.Когда брал карту сказали - кэшбек будет в следующем месяце, т. е. в декабре 2021 года.01 января 2022 посмотрел на счёт, денег нет. Звоню на телефон втб, там отвечают-кэшбек ждите в конце января.Будет кэшбек или нет? Если да, то когда?Жду ответа на тел :-",vtb,0
461389,Ужасный банк Ужасный банк и сотрудники.вчера просидел более полутора часов в отделении на сытной в москве.обслуживание ужасное.Потом предложили подписать соглашение на обработку персональных данных которые передаются третьим лицам.не банк а мусорная яма.никто туда не идите.ужас.в топку,uralskij-bank-rekonstrukcii-i-razvitija,0
445376,"Рефинансирования кредитов. Тинькофф банк отличный, ну рефинансирования кредита у вас хромает чтобы погасить кредит в другом банке на сумму в триста тасяч предлагают заложить квартиру, пользуюсь и кредитной картой и дебетовой не когда не делал просрочки, ваши сотрудники как я счетаю не все конечно не совсем разбираются в клиентах, очень жаль.",tinkoff-bank,1
528875,"Тинькофф отличный банк Отличный банк, круглосуточная поддержка, много кэш бека, и предложений. За год ушла от других банков в тинькофф и не жалею",tinkoff-bank,2
529066,"Очень довольна картой Халва.Спасибо большое. Банк предоставил карту Халва.Всегда приятный персонал банка.Спасибо представителю банка,к которому я обращаюсь с любым вопросом",sovkombank,2
478645,"Вернуть средства за навязанные услуги Ужасное впечатление, навязывание всяких страховок и услуг под видом обязательного. Сотрудники банка наживаются на предоставлении кредита и обманывают людей, которые берут кредит. Сотрудник не пояснил не одну из навязанных услуг, а просто всучил огромную кипу бумаг и поставил галочки ,где нужно расписаться ( хотя эти услуги являются добровольными и не обязательными).Буду пытаться вернуть все страховки , так как без них кредит куда более выгоднее получается (даже с повышение процентной ставки). Хотелось бы попросить помощи в написании заявлений на возврат навязанных услуг и сделать выговор сотруднику",gazprombank,0
454953,"Непрофессионализм полный, причем как в офисе, так на горячей линии. Деградируют с кадым годом. Некоторое время назад узнал что банк ВТБ предлагает супер услугу - банковскую карту с картой Тройка в одном ""флаконе"". Заказал, получил, попробовал. Супер. Не надо таскать с собой две карты. Пользовался, пользовался как в один прекрасный день турникет в метро карту тройку отвергает. Проверяю, деньги есть. Иду в кассу, там говорят, карта Тройка не функциональна. Думаю что случилось? Потом выяснилось, что карта Тройка действительна только до 30 сентября 2021 года. Смотрю на срок основной банковской карты, стоит срок 12/21. Опять проверяю. Карта Тройка до 30 сентября. Какого ражна спрашивается она закончила работать раньше срока валидности банковской карты? Иду в офис: там на меня смотрят как на дебила. Типа на вашей банковской карте средства есть, она работает. Чего типо от нас надо? Объясняю все вышенаписанное еще 3 раза. Смотрят как на барана. Звоню в банк ВТБ не отходя от окна на номер горячей линии 1000. Там, после некоторого времени, оператор с ID 00667 вообще посылает на 3 буквы ..... в МФЦ. Типа идите туда. У меня возникает резонный вопрос, а при чем тут МФЦ или это такой теперь метод посылания клиентов на ... 3 буквы? Прихожу в МФЦ (заранее знаю что смотреть будут еще как на тупого барана! Ну вдруг?) и объясняю ситуацию. Ответ ожидаем. Вы в своем уме? Банк вам карту сделал и предложил дополнительную услугу к ней. Идите также на 3 буквы .... в ВТБ и требуйте оказание услуги в полном объеме. Вообщем Ч.Т.Д. (Что и Требовалось Доказать!). Вообщем всюду шлют на 3 буквы. Причем с МФЦ я полностью согласен. Какое они имеют отношение к банковским продуктам частного лица? А вот насчет ВТБ полная жесть. Полный тупизм что в офисе, что на горячей линии. Причем обслуживаюсь давно, и с каждым годом они деградируют по экспоненте.",vtb,0
465371,"Отвратительное отношение банка ВТБ к людям. Полтора месяца рассматривали заявку, отправлял им кучу разных подтверждающих документов, два раза запрашивали 2-НДФЛ и копию трудовой, причем у меня хорошая зарплата, только за июль вышло порядка 230 000 рублей, работаю в Роснефти. И вот свершилось! Пришло письмо: Поздравляем! Вам одобрена ипотека 3 700 000 рублей под 9,4% годовых на 30 лет. Отлично, иду к застройщику, выбираю квартиру за 3 360 000, делаем договор долевого участия, направляем в банк. Спустя 3 дня, банк согласовывает недвижимость. Мне звонят и говорят: сделка будет завтра в 15 часов 30 минут. Хорошо, собрал первоначальный взнос 336 000, застройщик открыл эскроу счет в банке. Собрался с документами идти на сделку, а тут звонок из ВТБ: по техническим причинам сделку переносим на завтра. Окей, с трудом успокоив свои нервы, соглашаюсь подождать еще 1 день. На следующий день с утра звонок из ВТБ: Вам урезана сумма по ипотеке, предлагаем оформить 2 600 000 и внести первоначальный взнос 800 000. У меня всё!!!!!! Нервы мои кончились.",vtb,0
482844,"Вечные звонки в 4 утра Доброго времени суток. В последнее время столкнулся с звонками от сотрудников банка в ранее время суток. Изначально звонки игнорировал, затем решил ответить. Сообщил что у меня время 4 утра, сотрудник извинился и все же решил продолжить разговор и спросил хочу ли я выслушать очень выгодные условия. Я повторился что время раннее, не самое время для спец.предложений. Сотрудник сообщил что свяжется позднее, днём естественно звонок не поступил, но звонки продолжаются так же в 4-5 утра. В скором времени обращусь в банк и все таки отзову свои данные.",sovkombank,0
481387,"Неначисленные проценты по накопительному счету 1 января текущего года в мобильном приложении не увидела начисленных процентов по накопительному счету ""Управляй процентом"" за прошедший месяц. Ответного сигнала от представителей банка пока не получила, равно как и потерянной суммы. Аналогичная ситуация сложилась и у мамы, имеющей такой же счёт. Поиски продолжаются. Весьма печально и неожиданно, до настоящего момента претензий к обслуживанию банка не было.",gazprombank,1
479554,"Газпромбанк работать не умеет Хотел оформить кредит в этом горе банке. Предварительно мне оформили кредит, звонил оператор банка мол давайте назначим встречу с нашим сотрудником для дольнейшего оформления кредита к вам приедет наш сотрудник. Хорошо приехал сотрудник все бумаги подписали он меня с фотографировал карту для зачисления кредита выдал я ему справку 2НДФЛ предоставил он ее забрал ну мол все ждите в приложении все вам придет через два дня, ок . На следующий день мне приходит на электронную почту уведомление мол я не указал справку 2ндфл. Я естественно звоню на горячею линию мне естественно не чем помочь не могут. Ладно я иду в нашем городе в банк Газпромбанк объясняю ситуацию что ваш сотрудник мою справку забрал а ее не внёс в список документов. Она посмотрела по компьютеру да действительно надо справку 2ндфл я говорю сотрудник ее взял найдите его мне отвечают не чем помочь не могут. Как это же ваш сотрудник ,нет не можем помочь. Хорошо после встречи с банком еду домой и звоню в колл центр рассказывая эту ситуацию пол часа ждал ожидание на телефоне взрываясь что мне опять ни чем помочь не могут меня соединили со старшим смены. Он мне пояснил что отправим запрос что найдем этого сотрудника с моей справкой ок. На следующий день приходит смс что вам отказали в кредите. То есть не хотят искать мою справку проще отвезатся вот так. Сегодня звоню в колл центр так и так мы вам помочь не можем. Значит если кредит не дали верните справку говорю . Опять про часа весел на телефоне и в итоге ни чем помочь не можем. Люди не обращайтесь в этот банк там полное не соответствие сотрудников в своей работе они действительно не умеют работать . Да и почитайте отзывы об этом банке горе. Я силь но разочаровался что туда оротился",gazprombank,0
464427,"Если любите квесты, то вам сюда. Отменили доставку карты, не сообщив мне об этом.После доставки карты фото моих документов не попали в базу, конечно мне об этом тоже не сообщили, сам выяснял что к чему и потом загружал им фото документов.После этого больше недели не активировали карту.Банкомат то не работает, то не принимает деньги, из 4 раз смог воспользоваться только 1 раз.Работа техподдержки - операторы меняются как перчатки и каждому нужно заново объяснять что нужно.Общаются как будто шаблонами, реальную помощь получить нереально.Ранее был клиентом четырёх других банков, за всё время обслуживания во всех четырёх банках я не испытал и десятой части негативных эмоций полученных в Тинькофф.Возможно мне просто не повезло, но что-то много косяков банка выпало лично на меня, таких совпадений не бывает.",tinkoff-bank,0
528808,"Установка программ для электронной подписи Не мог никак установить программы чтоб начать пользоваться электронной подписью, менеджер Эдуард Ч. все разложил по полочкам, отправил ссылки где и что скачивать, далее проконсультировал что и где нажимать, все максимально грамотно и без лишней ненужной информации, спасибо огромное! Еще раз убедился, что тинькофф лучший банк с лучшими сотрудниками!",tinkoff-bank,2
459908,"Ужасно тормозят процесс Взяла кредит наличными под залог недвижимости в 2020 году. Все прошло электронно, правда приезжал только курьер, в принципе с выдачей денег и сроками ничего не могу сказать, эденьги нужны были,но не прям срочно, в тоне все получила двумя частями как и все!!! Ноооо....дальше вот пошли проблемы. Банк уверял,что после закрытия кредита при полном погашении, он закроется автоматически через день, а далее в этот же день направляется информация в Росреестр для снятия обременения. Однако, несколько раз уточнила у операторов закрыт ли кредитный договор, так как закрыла я его 18.10.2021, да, отвечали они дружно!!! По состоянию на 24 октября никакой информации от Росреестра нет,хотя по идее, у них на снятие уходит 3 рабочих дня. Так как же возникло такое, что в понедельник кредитный договор закрылся, а информации в Росреестре до сих пор нет, а сегодня 25.10.2021. ужасный подход, при том,что из-за вас у меня может сорваться продажа квартиры. К тому же с вашим банком взаимодействую длительное время, есть и кредитная карта, и небольшой кредит.Ни разу просрочки не было, а в итоге такая скорость, хотя говорили иное",tinkoff-bank,1
489487,"Есть отдельные сотрудники, кому хочется выразить отдельную благодарность. Общался с сотрудником Людмилой, до неё ещё с несколькими сотрудниками. Ни один сотрудник не мог дать вразумительного ответа для решения вопроса. Людмила решила вопрос очень быстро, при общении с ней чувствуется, что сотрудник работает именно в интересах клиента.",tinkoff-bank,1
486822,"Закладная с банка ВТБ 11.01.2022г. подготовил и отправил согласно региона пакет документов для подготовки закладной в банк ВТБ.В связи с большой срочностью, я часто звонил в банк и узнавал статус подготовки закладной-все операторы говорили в работе,все хорошо , ожидайте в течении 15 рабочих дней будет готова и с вами свяжутся специалисты. По истечению 15 дней позвонил с контактный сервис узнать очередной раз по поводу подготовки закладной-ответили в работе , мы приняли вашу заявку ожидайте ответ в течении 3 рабочих дней! Напомню , что закладная мне нужна была очень срочно и 15 дней ожидания был максимальный период. Но в итоге сроки свои банк ВТБ нарушил, не смотря на то что я часто звонил и говорил о срочности получения закладной. Такая серьезная организация и не смогла минутную работу подготовить в течении 15 рабочих дней и подставила своего клиента !!Закладную ещё не получил ,все ещё в ожидании чуда!",vtb,0
526380,"Непрозрачный кэшбек, ""хитроумные"" карты, примитивный функционал приложения и интерфейса инет-банка 5 февраля 2022 с карты ""Умный кэшбек"" Газпромбанка (Signature) , была оплачена покупка в он-лайн магазине ""Технопарк"", который на тот момент был партнером Газпромбанка с обещанным 3% кэшбеком, не поступившим до сих пор. Ответы по  горячей линии получены следующие и все разные: А) поступить на счет до 15 марта ; Б) поступит  в течение 2 или 3 месяцев (!) после покупки; В) разбирайтесь сами с Технопарком, от нас ничего не зависит... Условия и ограничения начисления кэшбеков на ""умные карты""  настолько хитросплетенные, что мы не смогли их запомнить даже за полгода. Приложение и интернет-банк  - самые примитивные из тех банков, которыми пользуюсь (Сбер, РСХБ, АББ, УБРИР и другие). В офисах, хотя народу и мало, сотрудницы не очень хотят объяснять - только по типу ""вопрос - ответ""...",gazprombank,0
529895,Вклад копилка рулит За первый месяц копилка действительно мне принесла 25%. За положенные 100000 рубли на счёт Я получил 2000 руб. Всё как описывалось в условиях договора.,sovkombank,2
455336,Перевод баланса Напрягает отсутствие в мобильном приложении информации о дате окончания услуги «перевод баланса»Напрягает отсутствие в мобильном приложении информации о дате окончания услуги «перевод баланса»,tinkoff-bank,1
528713,"Дистанционное консультирование! Оказана дистанционная помощь менеджером Владислав, внутренний номер ""6902847"" - отличное знание своего дела, оперативно решил возникшие у меня вопросы, все понятно разъяснил и быстро помог! Хороший пример специалиста своего дела! Ещё раз спасибо!",tinkoff-bank,2
496480,"плохое обслуживание 28.02.2022 и 01.03.2022 приложения не работают. в 23ч приложение чуть ожило и сразу при переводе своих денег заблокировали карту. По телефону с сайта банка не дозвониться. робот постоянно говорит, что соединит через минуту, так прошел час, никто не ответил, потом скинули.  почитала по отзывам на других ресурсах, в офисах банка очереди.. как разблокировать карту?",gazprombank,0
461697,Не дают кредит хотелось бы узнать причину карта зарплатная постоянно получаю на нее деньги Пока хорошо только не могу понять почему не дают кредит зарплатная карта постоянный доход в чем дело,tinkoff-bank,1
485297,"Не могу подучить дебетовую карту с 17 января. Код есть. Ужасное обслуживание в единственном центре МТС в городе Моршанск (Тамбовская обл). Карту дебетовую получить по коду от работодателям не могу с 17 января. Следовательно не могу получать зп. Постоянно консультант занял, хоть и оорн клиент, говорит минут 4 ждать. Жду, час проходит, она еще и на обед или перерыв закрывает кассу. Противно обслуживаться в данном центре МТС. Предложите другой способ получения вашей карты. Увы, нужна для работы именно она.",mts-bank,0
462502,"% по рефинансированию. Взял деньги для рефинансирования текущих кредитов. Заявку подавал под 9,7 по итогу ставка 10 с копейками. Впаяли страховку 91тр, списали сразу, ибо в случае отказа от страхования % ставка сразу поднимается на 7 пунктов, и составит 17,6 . Почти неделю мурыжили с окончательным ответом, то им выписку сделай ( отправлял 5 раз) то смс  об активации 4 дня шло, то специалист перезванивает по 2-3 дня, в итоге подходило время внесения денег по текущим кредитам и опять переплата % . Курьер толком ничего объяснить по продукту не может ссылаясь на то, что он только КУРЬЕР. В бщем по сути вы берете обычный кредит с обычной ставкой, ни о каких пониженных там речь не идёт, ну и плюс хочешь не хочешь страховочку навяжут.",rajffajzenbank,1
454270,"Как перестать пользоваться услугами тинькофф Активно продвигают кредитки с бесплатным периодом и без обслуживания, но не переводят уже имеющиеся карты на руках, в отличие от других.",tinkoff-bank,1
428013,За ним надо следить и перепроверять #ТинькоффЛовиОтзывЗвезды за бесплатность многих моментов и акции и кашу и приложениеА так много ошибок и много автоматических ситуаций по которым лично у меня списывались средства по вине банкаПриходилось боротьсяНе всегда получается найти адекватного оператораСнимаю звезду за ассистента Олега,tinkoff-bank,0
528494,"Задание для карты Надо написать отзыв в сто символов для выполнения задания пять икс десять. Пожалуйста, можете не благодарить.",sovkombank,2
524890,"Халва карта Карта удобная и выгодная. Сотрудники банка работают очень медленно, большие очереди . Сделайте круглосуточный банкомат .",sovkombank,1
489050,"Внезапное разочарование Странно что карта на первом месте. Оказалось 1% не на все покупки, недавно стало сюрпризом вот это замечательное новшество, копирую из чата: За авиабилеты, туры и бронь отелей, кэшбэк только по акции Путешествия. Что значит по завышенным ценам. Похоже пора переходить на продукт серебрёного призера соревнования между картами",tinkoff-bank,1
533068,"Быстрая и грамотная помощь в чате поддержки Регистрация ИП, открытие счета и консультация по вопросам УСН, налоговых каникул и налогов в ПФР и мед страховку",tinkoff-bank,2
533496,"Карта халва Воспользовался программой кредитный доктор, все понравилось , спасибо! Ждём результатов программы потом дополню отзыв",sovkombank,2
463400,"ПОКА С ВАМИ УДОБНО,НО ТАК БЫЛО И РАНЬШЕ,ЗНАЧИТ ЭТО CONSTANTA, А ЭТОГО УЖЕ МНОГО. БЫСТРЫЕ ДЕНЕЖНЫЕ ПЕРЕВОДЫ С КАРТЫ НА КАРТУ НЕ ЗАВИСИМО ОТ СТАТУСА БАНКА БЕЗ ДОПОЛНИТЕЛЬНЫХ ПРОЦЕНТНЫХ ИЗДЕРЖЕК.",tinkoff-bank,1
522468,"3 звезды это норм Норм карта, жаль банк урезал все толковые бонусы и убрал разные плюшки. Вот раньше кешбэк был что надо.",sovkombank,1
